site_id,s_site_latitude,s_site_longitude
CHS0751A,41.759867,-87.702819
NJ07112A,40.96513889,-74.9535278
TPY0210A,27.97592023,-82.50334412
NB01001A,41.07663889,-102.5325
NJ06010E,null,null
NYYH0B7A,40.752906,-73.972253
7WAS211B,38.94938888,-76.83525
SV11761B,34.06847,-118.27493
PH44111D,35.01788888,-109.847306
DC1103ZA,39.686657,-77.721546
PH33613B,31.46022,-111.03508
A2G0330A,28.031713,-82.412078
SE02635F,47.68583333,-122.211111
SD07212B,33.15639722,-117.103517
LI13488D,40.88762,-73.37241
SFYH081A,37.48258,-122.177154
LA13179A,33.609823,-117.684793
PH69101A,33.581623,-111.682188
A2A5120S,28.94882,-81.106288
A6C0241D,39.93388888,-82.8883333
GS01166B,42.791167,-85.153806
SE02354I,47.676324,-122.121254
WVJ0822Z,38.430767,-82.708739
MW07098B,39.65,-86.3341667
CH29844B,40.75411111,-89.6451667
BQY1109A,40.771025,-73.863119
MW06522B,41.04666667,-85.1822222
NJ05160A,40.7847,-74.0293
LI12274N,40.796381,-73.751994
4PQ0500A,45.8068,-68.025101
CT11783A,41.67305556,-72.7738889
VG27034A,34.70490856,-114.2545098
CH77376H,42.069181,-88.212246
5CT1035X,35.29907,-80.845257
SF24421Z,37.2878166,-121.906477
CH42324A,41.61583333,-87.5486111
IHCH816A,39.15512,-78.14839
1MG8119A,40.203778,-75.211889
CH76174G,42.385639,-87.995937
8CH0882A,33.67303,-79.73257
KZ03885A,42.294822,-86.308281
PHYH026A,40.118468,-74.953221
DE04156B,42.219445,-83.455
DA07706M,33.0697,-96.1122
VA10345D,36.843887,-76.023666
5CT0489A,35.1831388,-80.6018888
9AT3914A,34.04005051,-84.46021271
9AT3184G,33.712825,-84.272617
PO04329C,43.094386,-123.43155
LEEOKC62,34.1899,-97.1469
DN03418C,39.8600868,-105.09795
DCS0100A,39.28925407,-76.61791496
PH30429A,33.14774,-111.47426
SE01404H,47.64861111,-122.399444
NYS2030A,40.84238255,-73.92410941
NYS0263A,40.687061,-73.872969
3REA308B,42.73974751,-73.6603034
SE05106B,46.82177222,-123.102831
DN02404B,39.756752,-104.928509
A2C0568A,null,null
NJ08643A,40.436799,-74.189936
CH29846Z,null,null
MT02144A,46.427589,-105.08986
5CT0953E,35.16527,-81.019722
SA03180D,29.096394,-99.565711
SE02472G,47.63277778,-122.185556
NJ06420A,40.80042,-74.22466
OK01988A,36.796508,-97.732708
SF93587W,36.995586,-121.58661
DE02154A,42.805844,-83.279914
VG08672D,36.15801,-115.064775
NJ06402Z,41.09141106,-74.1255533
7FBU104C,38.296865,-77.322525
IWDC953A,38.90087,-77.03183
IE24019D,34.11611111,-117.881111
XR00124A,36.10693,-80.03504
4DEB463B,42.573261,-71.109061
NJ09706A,40.7433,-74.029
A3C0304A,29.611851,-95.441163
NM02067C,31.77166667,-106.349444
VAYH015A,36.768136,-76.242034
CH76499E,42.37177,-87.99933
VA61253A,37.67088889,-77.4177917
PO04829A,45.53925833,-122.631944
A3C0139A,29.74963888,-95.12181
NJ05873A,40.89468,-74.16563
SC30914Y,38.609761,-121.500549
NY0047WA,40.741357,-74.004649
CH96731A,42.3419,-89.8058
SE03229A,null,null
CHS2365A,41.855645,-87.803244
NJB1715A,40.93307,-73.8728
9BH1443A,33.60377367,-85.7787185
SC55409Z,38.53843,-121.72191
A2P0201P,27.8357,-80.4896
NJ05612B,40.87823698,-74.0301543
SC14530Z,38.9988,-120.108
3ERB431B,42.98166666,-78.8438889
CC02287Z,28.015939,-97.065969
PH50815A,33.7075,-112.203403
A3L0208A,31.537305,-94.110603
1BL6578E,40.00055555,-75.0122222
A2E0322B,28.492611,-81.461995
BHYH024A,33.58650294,-86.0691041
5WI0575A,33.94850598,-78.49056384
OK01791Z,34.4482,-97.669
CI16790A,39.74605556,-84.5176111
SD01002A,32.741039,-117.158742
NJ01079B,40.092451,-74.03712
3ERB101B,42.95222222,-78.7675
2LA3189A,40.07054,-76.288572
ORR0031A,33.3225,-84.021694
CTHA344A,41.65460556,-72.77550834
A1Q0450A,44.8537,-92.7897
MH80079A,40.76079,-73.98346
PH44406A,35.94533333,-112.172028
4CW1144A,42.11805556,-72.66694444
CRY7101A,35.03181,-80.95938
PH69004A,33.493684,-112.461497
DCS1030A,38.893977,-77.023711
CH48482G,41.35134,-87.22189
NM01202A,35.64136,-105.998284
DN03244A,39.68222222,-105.053333
7BAC229A,39.31944444,-76.65081944
MLS0448A,43.043228,-87.922908
3ERB236B,42.91388889,-78.87
A3C0087A,29.683611,-95.158333
DA04442S,32.813944,-97.208881
LA02292A,33.70238436,-117.983917
A3L0013A,30.20219444,-93.22525
SP01061C,47.61587778,-116.699986
WE03732C,40.98841666,-73.7978333
CI11675A,39.092708,-84.48998
FY03560A,40.705331,-83.400153
PH30112D,33.43583333,-112.167778
DN80008A,39.76514,-105.14244
VG08353A,36.19641855,-115.026747
NY09067A,41.08931,-73.78501
SVY1803A,35.372292,-119.013084
NJ07207A,40.907382,-74.558804
TU02229A,35.9918889,-96.5399722
4BV0337A,44.47397222,-72.6560278
7WAN162A,39.15028,-77.11528
DAI4490A,33.108018,-96.81807
NJ05893D,40.876718,-74.128651
PHYH078A,39.972048,-75.602257
SA01474I,29.5744,-98.4605
NJ08578C,40.073,-74.0696
A4J0305Z,40.3351,-79.9597
DA05403A,33.4189,-94.14825
VG08483A,36.10836111,-115.184527
SD07738B,32.9340889,-117.1479556
NO03165Z,31.8083725,-91.38032532
CL25892B,40.88468333,-81.6159722
CT11463B,41.52777777,-72.1216667
6SE1092A,25.8589,-81.3838
CH46574Z,null,null
FL1272GM,25.77563884,-80.263579
1CH6922A,39.96833333,-75.73611111
A3C0191B,29.8014,-95.1187
NJYF601A,41.0993826,-73.7325237
SF94651B,37.39378,-122.1314
NYI1232A,40.702757,-74.0136641
B410019A,33.7072778,-92.6742778
DN01346T,39.6554715,-106.67771
9AT1299X,33.8267359,-84.3223463
4PR0486B,41.673174,-71.073291
SC06502X,38.66638924,-121.337779
1NC6593D,39.76361111,-75.515
DN04045C,39.51769458,-104.805323
NES1418A,42.34636541,-71.08668785
SC80095A,38.8918,-121.3496
A2E5107S,28.466681,-81.575361
A2J0303A,28.995955,-82.455212
9BH0127B,33.51398,-86.805891
A5J0053A,38.798117,-96.249881
NY10828A,41.69136468,-73.966114
3ESA326A,44.35724727,-73.8577253
CC01821A,26.19555,-98.31444445
9ME8068Z,33.407453,-89.650808
IE84634A,33.84343191,-117.7419357
ZZQQQQQC,null,null
DCS1277A,38.898411,-76.976567
OR0086WA,28.430497,-81.44
PO04440B,43.165217,-124.37985
SFL0106A,38.85111099,-122.593333
PXH3005A,33.70075,-111.88981
8MB0837A,33.822523,-79.208556
A2H0427A,28.14416666,-82.7719722
4SH0523B,42.18166998,-72.6519455
4PR0105H,41.79555555,-71.43583333
CH17299H,null,null
CL31338T,41.0214379,-81.7206934
AU01978A,30.322214,-97.755717
A3L0109B,30.25122222,-92.9833056
BX07074A,40.8318333,-73.8276333
SP01291Z,48.86825,-117.35292
DA02267B,32.91905555,-97.1170194
SF13018D,37.5089,-122.267833
IE25412Z,33.97479568,-117.530162
DAI4356A,32.787,-96.7995
9NV1150K,36.17311111,-86.5074
NJ05127B,40.73065553,-74.0637499
NY01808E,40.73506,-74.00541
A1O0026A,45.38606,-93.86986
8CH0198C,32.88514,-79.99113
5ASR004A,35.305267,-82.445633
1MG8074E,40.10916666,-75.47611111
MW11445A,40.194722,-85.187306
DM02007B,41.31860352,-94.0438385
MO01863B,38.652161,-90.284292
B410461A,40.69305396,-99.08472384
GS02540A,42.89393,-85.620498
IE94425A,33.5692,-116.182
VG08049A,36.02340338,-114.9659709
4BN0453D,42.09680278,-71.1926444
BA12016A,37.89625,-122.27186
PO02459A,44.7227,-123.060683
SE03217A,47.668572,-122.105437
MO01076B,38.64,-89.2738889
TC01316A,45.066138,-85.264154
A4C0950A,40.9548,-78.9725
PH23959A,35.194436,-111.657683
DN02854B,41.117583,-104.809556
SFL0001A,36.228995,-121.768212
NJ08203B,40.47833333,-74.7002778
5RA0361A,35.929642,-79.03
CC02135C,26.360217,-98.77053
CH18435A,41.479041,-87.617222
A6C0007A,39.90126648,-83.0856657
7BAN473A,39.25517778,-76.4626731
4BS0502B,42.360981,-71.447264
PH30831G,32.29208333,-110.98075
DN03298C,38.44183333,-105.238417
4BV0465A,44.31269167,-73.18558611
NCS0500A,35.370406,-80.71601
SA01311A,29.36350778,-98.49554722
NES1694A,41.29210227,-70.02217735
NJS1261A,40.508682,-74.223961
NYS0912A,40.76912,-73.992433
4BGSBH9A,45.0209111,-69.2846806
NJ06390F,40.80522,-74.38231
6DI1027A,25.76090278,-80.4255694
NY10513E,41.35805555,-74.3302778
NJS0180A,40.73859646,-74.20730086
AT80603A,34.860085,-82.26783
JV1013BA,29.8161945,-81.2639389
SE01725A,47.89597222,-121.988444
NO03035Z,31.253072,-92.436075
7WDC802B,null,null
LAY5017A,34.146076,-118.149725
LN01035E,null,null
A5C0078T,39.42619597,-94.6025524
CT11250A,41.585437,-72.378056
3TOS557D,42.47016666,-76.4908333
ON05701Z,41.282139,-98.961972
PR01152A,18.408489,-66.05718
DE01100C,42.732,-83.3748889
CTNH655A,41.55936944,-73.05930555
A6F1208B,39.884361,-81.61094141
CH58165H,41.51708333,-87.4791944
6WP1018A,26.682777,-79.670834
SE07032G,48.77194444,-122.410556
BA61106S,38.004,-122.133
DA04449S,33.03730011,-96.83142853
CH45564A,41.6762224,-87.7524437
CH35204C,41.578712,-87.819341
BA61002S,37.78766666,-121.9359444
SF04357A,37.38022156,-122.095589
BA51965A,37.744213,-121.933816
DA04398S,30.71180916,-101.798172
A19423BA,44.976503,-93.270449
SFY3001A,37.788817,-122.397229
TU02022D,35.202259,-95.93277
NOY1501A,30.4444794,-91.1886266
4BV0361A,44.607702,-73.158761
DN01723A,39.95743,-105.060351
DM05748A,41.85211111,-89.74504444
NJ01409A,39.79308305,-74.36879083
CL70993E,41.453036,-81.702908
PH30380D,33.436944,-111.805001
1GL1403B,39.70417096,-75.0122249
4PR0212G,41.71694655,-71.4761079
WI1640WA,38.05514,-97.3447
NM01204D,35.15747222,-106.560333
PHS0465A,39.91387,-75.10717
LI12778E,40.7191,-73.6888
LIS1104A,41.00771,-72.234633
A3B0277B,30.3529,-95.34944
A1P0586T,44.3822241,-93.7302722
DCS0645A,39.29195,-76.58185
CH80356A,41.79654,-88.2057
ML94460B,44.51501111,-88.0108167
CHS3126A,41.973245,-87.742573
A2E0306X,28.6276689,-81.4703893
8GV0004A,34.75058333,-82.3238056
8CH0468A,32.996175,-80.12747
NJ07021A,40.9183,-74.8136
A6A0506B,39.30805556,-82.1183333
HI04160E,19.5332545,-154.9846894
DN03525B,39.79141666,-105.043722
DN08005A,39.76078056,-104.9925806
DE03186B,42.944528,-83.307625
7BAS171A,39.166279,-76.644753
SFYM901A,37.6579863,-121.9006156
PH10173E,33.43388889,-112.063611
A2E2183Z,28.29739952,-81.23829651
1DE7529A,39.90083333,-75.5041667
4NB0400A,43.0843,-71.333701
SE05183B,47.14551666,-122.28115
CT11733A,41.53805555,-72.8188889
A1N0181A,45.09222222,-93.0322222
NO03062S,29.591903,-90.741036
MO05038A,38.715861,-91.132389
6WP2088A,26.735494,-80.233669
9ME0796A,33.6439,-90.3028
AU01416D,30.56583333,-97.0855556
NJ08450G,40.263963,-74.159573
CH1384BA,41.756204,-87.792389
OKI6023A,35.744947,-96.645527
WE03747A,40.98006666,-73.8164333
LA02836B,null,null
LA74791Z,34.113406,-118.124019
5GW1009A,35.92127155,-76.21444722
SI05534A,40.63472222,-74.15861111
A5D0342A,38.89946,-94.6568
UPY1001A,42.686997,-73.822762
DN03428C,39.51586111,-104.805333
NJ05746C,40.923834,-74.996722
A1O0928C,46.87174722,-96.0889583
8CH1058A,33.033139,-80.943756
JVYH074A,30.287765,-81.60168
DAH1935A,32.835152,-96.780518
9ME1894A,33.31562416,-91.29067055
A2E0848X,28.413446,-81.528835
CH67316A,42.01997222,-88.25211111
HI80003C,21.30691666,-157.8583333
UP40832A,42.61738333,-73.73125
9ME6232A,33.423969,-86.706344
M176994A,33.84006944,-84.42875
A1P0758G,null,null
SV11043Z,34.1786,-118.787
A3D0228A,29.06204555,-95.4480403
9LV1242X,37.22683149,-83.3866782
3JES318C,null,null
SP01188H,48.392673,-116.4431
DC80039C,null,null
PH68205A,34.793874,-111.712329
SC14536A,39.52975,-119.78911
4LN0408A,43.186111,-72.116666
SFYH0B6A,37.78417359,-122.407087
NJ05853F,40.87881,-74.09528
CH62021D,41.74396785,-87.6239645
7CHR005C,38.34166666,-78.28805555
HI01113B,null,null
CC01651C,27.7323,-97.374232
NO00019B,null,null
CH90153Z,41.943795,-87.717596
DA05273Z,33.270548,-98.987083
CH43375Z,null,null
2YK3343C,39.9655,-76.74102777
INI4509A,41.35866667,-86.3261111
IE82224A,33.81658333,-117.9475944
SE04190B,46.56611112,-122.2781306
1BU7823A,40.4465,-75.3708
9MT0081A,30.88,-88.70328
AU01469E,30.145869,-97.648131
SP01083A,47.742308,-118.530539
BHS0112A,34.783654,-86.930361
DA1224BA,32.773111,-96.827028
BHS0027A,33.51074,-86.7305
FLS1919A,25.6879,-80.34145
FLS3012A,26.641458,-81.870181
PR2795BA,18.422205,-66.055794
FL8572BA,25.784518,-80.131229
FL4021BA,25.943524,-80.121341
NY09122A,41.2824,-73.7501
IE94763B,33.947818,-117.599672
NJS2242A,40.70621,-74.03798
VG25146A,36.2408223,-115.2997444
ML03212A,43.33715111,-90.378345
9JK0244A,30.439525,-84.26395
A3L0706A,31.34139,-93.8453
ORY0106A,28.539871,-81.403181
DA0016WA,32.803799,-96.831587
PHI9650A,40.013164,-75.233062
IE04734B,33.9249,-116.45357
NJ05222D,40.78805556,-74.045
LI13868B,40.66341668,-73.0737833
SE01884B,48.21193055,-122.507842
SD07002D,32.838583,-117.18965
NY01833A,40.756369,-73.97725
NY01505A,40.75228821,-73.9862441
5RW0951A,35.95194445,-77.83166667
A6C0071A,39.59425,-83.002343
A5C0233A,39.192942,-94.514889
NM01298A,35.24046,-106.71968
HAMT360A,41.000343,-72.137386
SV01991A,34.15861528,-118.823888
9ME8088A,31.885471,-89.368835
SD06953W,33.223577,-117.04287
DE02981Z,42.2538,-83.2495
OK1611WA,35.029335,-97.935198
CTNH521A,41.34139,-72.99361
NYS0462A,40.639915,-74.017011
CH4150BA,41.964717,-87.757909
NE80140A,41.55581,-70.5999
NY05121A,40.85594444,-73.93800833
VA10401B,36.733612,-76.238892
VA21702A,36.958833,-78.101
DN01016P,39.552563,-104.996324
VA74555A,37.27759933,-79.83809662
DA03702A,36.084238,-102.535228
SC70308A,38.81274722,-121.11625
PO01635B,45.975,-122.9
PO03851B,46.181938,-123.803865
A1Q0243Z,44.03025,-91.11772222
9BH3056S,34.7547222,-87.6980222
MW07533A,39.731845,-86.26798
BQ04289B,40.61847167,-73.9629998
CHS0007A,41.794482,-87.664412
SFY1U03A,37.403393,-121.97019
DA01353B,33.05239,-96.79318
NJS0101A,40.72441431,-74.15771276
DN02510A,44.7253,-103.427
SLYH0E9A,41.598307,-112.172556
SE03635C,47.52175277,-122.298781
A4J0727A,40.40805556,-80.43666667
CI16768A,40.62786,-84.13065
BQ04072C,40.74638888,-73.8913889
6MD1079E,25.634444,-80.385833
9JK0827A,30.23277777,-81.7188889
A1N0157A,46.35562778,-91.78893889
SL80006F,38.63063,-90.19156
WE03713B,40.98361111,-73.8130556
OK02609A,35.18972222,-97.2505278
PO01089E,44.125689,-122.910339
AU09999Z,30.20632433,-97.74951364
DN04032A,38.77514166,-104.819256
NYS1201A,40.706284,-74.018006
AU01977A,30.322214,-97.755717
BQ04423A,40.575538,-73.858899
NE1003BA,42.712474,-71.175094
4LN0770A,44.05951037,-71.6281433
PH37615A,33.25217396,-111.864922
DA01092A,null,null
AU01279B,30.3858434,-97.7689021
PR00245A,18.373028,-66.130861
CH93003Z,42.147219,-87.958616
NYY8412A,40.718803,-74.000193
LA02979E,33.42311,-117.60594
A6C0186B,39.97555555,-83.1122222
MO10419A,38.122834,-92.815358
HAMT016A,40.909118,-72.410223
DA01545D,32.89305555,-96.6041667
NYS1207A,40.719648,-73.998084
SV00688C,34.43136297,-119.882662
7WAN772C,39.18536,-77.18238055
IE94434Z,33.464896,-117.616951
CH12112C,null,null
CH92316A,41.872135,-87.882298
A1O0773A,45.1316306,-93.2696722
A4J1381A,39.938126,-80.024888
SF24848W,37.25843,-122.03038
9AT1358C,33.76457778,-84.3102167
ML93400B,45.058153,-89.43535
NY5029BA,40.73299,-74.004053
HNYH0E9A,29.73,-95.44498
A5S0028C,null,null
NM01132A,35.75833333,-105.946111
DE01282A,42.486534,-83.268834
UPY6505A,43.038067,-76.130671
9BH1337X,34.48958694,-87.0305725
A1R0267A,48.60359,-103.9056333
CL15836T,40.45375047,-81.4255347
CC02517A,27.7658,-98.2444
CH67348F,41.766758,-88.331723
IE24059C,33.8017,-116.225
1BU6712A,40.22596,-75.09451
4BS0001A,43.17611111,-71.15472222
3OSS035A,43.2535875,-76.3719925
BOI0095A,42.354169,-71.051375
SE01518O,47.76340833,-122.3242
CHS1274A,41.907794,-87.712682
CH44391Z,null,null
1MG6641K,40.19558555,-75.0950471
3GRA816G,42.328655,-73.970412
LIS0227A,40.670136,-73.549202
SV11338A,35.23929692,-118.690994
3ONS020G,null,null
DCYC701A,39.44043,-77.424545
7WAC113B,38.92180658,-77.3002255
CH66429E,42.257599,-87.990468
A6C0447C,40.101481,-82.984981
NY02763C,40.81277777,-73.9391667
NJ05037A,null,null
DA04236Z,32.999292,-96.887103
DN01701Z,39.662454,-105.068391
7WAN117A,38.98136467,-77.1737187
A1R0487Z,46.30388889,-103.9447222
BA21813B,37.791386,-121.922266
DCS1727A,38.997545,-76.91208
4BS0048A,43.40055555,-71.135
1CA3770A,39.86355,-75.09463
7WAC029A,38.84555555,-77.1388889
SFP4963Y,37.971031,-122.043866
9ME1080A,35.0663,-89.9339
SV13754B,34.933721,-120.443779
SF71546M,36.52074999,-121.848444
AU80038A,29.607177,-98.46848
1CH2315B,40.018045,-75.522994
CH92693A,41.7547,-87.8778
A3E0152B,29.76707,-95.39758
SEI1041A,47.91510143,-122.242294
SA02531A,29.1756661,-98.3437926
DA08729M,32.451222,-95.279167
NJ06135C,40.83147,-74.20728
4SH0224C,null,null
A5C0532Z,39.174613,-94.479307
4PR0295B,41.615,-70.9113889
A2B2204Z,27.6624794,-81.3603363
CHS3017A,41.790226,-87.704042
POYH001A,44.044889,-123.066209
A5J0031D,39.040744,-95.756233
SFP4958Y,37.971031,-122.043866
SE05024B,47.09771111,-122.438067
DE04212D,42.4072234,-82.88722
CHE0023A,42.13925,-88.03284
DCYW201A,39.3023021,-76.6249256
TO01013B,null,null
SP03106A,48.16694444,-118.9755556
A1O0182Z,45.18420606,-93.661912
9AT4209H,33.97361111,-84.4533333
DNS1083A,39.978838,-105.256464
DE04257A,42.47575,-83.112639
3ONS646B,43.038826,-76.140721
SFB2501A,37.322663,-122.279404
PH44106C,35.098981,-109.602472
IE0051BA,33.715615,-117.876374
DA06258A,31.639585,-95.471867
MO05214G,38.76052944,-90.5860324
7WAS580D,39.03993,-76.93589
DA02706F,null,null
5RA0092A,35.89847778,-78.6840222
1MG6723F,40.13208333,-75.0591389
CRE0016A,35.22335,-80.61097
CH0058WA,41.851867,-87.617675
DA02519B,33.52166667,-95.6233333
NY01932F,40.7493,-73.982
4BS0795B,42.03665,-70.7595
DA01074D,null,null
NJ06986A,40.716712,-74.390664
CH3336BA,41.852564,-87.793122
SL01029B,41.24491,-111.929105
GS02569T,43.0424,-85.61198
SA02256S,29.5114361,-98.5672472
3ULA090A,41.995555,-72.014167
CT11328D,41.28111111,-72.8111111
TPRT005A,28.254315,-82.714474
DA02402A,32.781966,-97.555836
SE05604B,47.17279722,-122.466039
SF53950C,37.3631,-122.40897
7WDC455B,38.89833333,-77.02694444
NM00082A,33.435013,-104.52375
PH30829C,32.2225,-110.915278
SV11125C,34.08555556,-118.407194
LI02211A,40.791566,-73.64449
CH0108BA,41.879399,-87.630789
5TC3010A,36.743125,-82.566047
CH15397D,41.723088,-87.913208
A1R0279A,46.8599,-100.816
NYM2058A,40.818689,-73.945294
DCS1141A,38.914048,-77.046371
LEEOKC59,35.3747,-97.4392
NJ06288A,40.74083333,-74.2455556
PX0088GA,33.40211111,-111.953111
TP0493BA,27.97013,-82.44683
PO01650A,45.59420444,-122.508285
SD0114BA,32.75791,-117.19685
LI12271E,40.68564391,-73.417211
PH35260A,32.13618747,-111.0085479
NJS0950A,40.628007,-74.151477
SE80089A,47.610247,-122.322616
9NV0488C,36.05955556,-86.9594722
LI13511F,40.90880555,-73.28441666
IE94893T,33.67666,-116.239481
A3E0404Z,29.701503,-95.489669
DA03668A,32.726153,-97.241358
A1Q0434A,44.90197222,-93.1787222
A3L0111A,31.032766,-95.03159
USC4822A,42.49708333,-96.40050001
USC5781A,43.80203327,-91.24384569
DA03133A,33.20904166,-97.1572639
USC3280A,38.95190798,-92.319399
USC8139A,37.34412417,-79.18606944
DA05589A,32.967196,-102.828448
USC2121A,44.50054694,-88.06136194
NES1106A,42.35854451,-71.11163245
DAY8202A,32.753209,-97.07244
9LV0348A,37.23948333,-86.26658333
4BS0441A,42.35166667,-71.3083333
HNBQ406B,29.687793,-95.404629
ML90132A,43.04038889,-87.91411112
LA75138A,34.164433,-118.155973
SE06102B,47.93037,-122.749555
PH69883A,32.445471,-112.953932
CI13591A,39.08714167,-84.3231139
DN01104A,38.797856,-104.793197
CHYA701A,41.8886,-87.635157
DN01751A,43.223111,-102.48353
ML93880B,46.6476,-89.5537
ML93105A,42.944147,-89.607783
SE03618B,47.444098,-121.422344
NJ05661A,40.812763,-74.004242
SVB2114A,34.2003,-118.492
SDY5201A,33.246435,-117.293386
SDY7401A,32.767667,-117.16579
JVYA601A,30.48416,-81.633557
CH35202B,41.732334,-88.040538
9JK2036S,30.003972,-82.089675
9JK2531S,30.64197,-84.93185
VGS0276A,35.963038,-115.102926
VGS0166A,36.101068,-115.157281
AR01550B,34.819081,-94.942983
SVS3295A,34.101516,-118.660027
XRCH005A,41.95317087,-87.74020553
SC90061M,38.514881,-121.4416
9AT4261A,34.465294,-84.431145
BS01061A,43.542489,-85.491233
BX02068D,40.824891,-73.8919
VG09459A,36.2179,-115.2118
M378228A,27.11286163,-82.430191
NJ07366B,41.2612,-74.6782
NJ08156B,40.3775,-74.5225
LI13707C,40.69289766,-73.3822801
HNE0072A,29.82728,-95.55646
CT11417A,41.68027778,-73.0213889
6WP1110D,26.63261111,-80.1466944
PT80180A,42.342188,-122.878221
CH59242A,41.01707935,-87.9056341
A3E0100B,29.72527778,-95.5052778
A4A0800A,40.386356,-77.899357
7BAS275C,38.97957,-76.54681
NO03327Z,30.268318,-90.870186
ML89105A,43.498333,-90.540278
PX1021BA,33.540951,-112.195061
ATYA501A,33.928096,-84.354284
LA74570Y,33.981862,-118.395568
M177380A,33.62708333,-84.6821944
IE94804A,33.7883056,-117.80305
TU02015D,34.936528,-95.834634
DA017500,32.80438012,-96.7447866
A3C0154A,29.64562,-95.23471
1PH4446A,39.991416,-75.139672
TP0333BA,28.07781,-82.40997
SLY4401A,38.7445,-90.4696
CTNH216A,41.36777778,-72.9866667
DCS0487A,39.277881,-76.658881
DA05466A,33.4263,-93.9352
CC01334A,27.6975,-97.418056
MU04617T,43.34597,-86.28319
SFY5061A,37.638666,-122.420811
LA74775Z,33.940098,-118.150342
DE02952Z,43.05,-83.3
7WAW307B,38.75335,-77.46106
SV12243A,34.056548,-118.462122
ML10002C,43.049007,-87.927444
BQ06154D,40.761559,-73.830835
9AT1761A,32.190833,-85.047667
HNYH0A9A,29.577404,-95.646808
VA56031A,36.63247222,-79.0081667
BL30125A,47.625607,-122.161237
DA01333A,33.00268,-96.71743
9AT2187A,34.321,-83.5038
CHS0817A,41.751343,-87.594136
9ME7055A,36.26539,-89.80689
AR02079A,34.59601722,-91.20055944
MW04604B,39.710645,-86.09427
NCY6101A,35.219631,-80.854523
MT03004A,44.80387682,-106.9168401
1DE6854C,39.96165919,-75.4194477
A1Q0864B,43.78203333,-91.2261167
CI13153A,38.6729,-84.5826
NYS0599A,40.711453,-74.002492
BQI4062A,40.74460556,-73.9490833
DES0201A,42.456512,-83.317136
SA01633C,29.44472,-98.45031
IE25579D,33.624806,-117.303553
ON05858Z,41.0576388,-97.098944
CH13147A,null,null
A1O0929Z,45.96296916,-95.9686965
7BAN392A,39.25494444,-76.6671944
ND01013B,46.93833333,-97.9258056
BA90328A,38.234825,-122.1177389
OK01773Z,36.80527744,-97.7365996
5GK0900A,35.3845,-77.8529
SV11622B,34.13285556,-118.240589
9BH1235A,31.1106,-85.5825
CH89017A,41.0238,-89.4003
PH12713A,33.2486,-111.66877
LA33763A,33.7919,-118.174836
A3B0433A,30.16255278,-95.2192778
DN03479E,39.73458333,-104.957025
SE01705B,47.78339722,-122.350189
DA03031D,33.154144,-96.73185
NO00271Z,30.43147156,-91.00591667
NJ06162D,40.907195,-74.132751
CL15803A,40.96625,-81.40675
4LA0202A,44.269871,-71.303851
SE01809E,47.88235,-122.28235
4LA0111C,44.48027777,-70.87611111
9ME0235X,35.00690071,-90.0071633
CH56320B,42.21222222,-88.5760833
NY01919B,40.72335,-73.98289
5WS0404A,36.0898097,-80.8081397
SD06343A,32.93869492,-116.865358
NYS1343A,40.70478,-73.908444
CL15831T,41.117713,-80.846671
7WDC145H,38.919315,-77.017349
BA01339X,37.82749875,-122.105999
DN80139A,39.694121,-104.940777
CH21537Z,null,null
9LV0935A,37.033331,-88.369453
8AN0904A,34.112492,-82.90775
6MD1412A,25.608339,-80.332469
PH2038BA,40.03592997,-75.372491
CTFF757A,41.1658,-73.4165
6MD1225A,25.95881,-80.13981
4DET236B,42.22266667,-70.92383333
NY5036BA,40.732649,-73.985242
LISPC02A,40.75759,-73.552805
NJ05148A,40.9108,-74.0767
9AT2078A,34.27396944,-84.5254833
PH0175ZA,39.61555,-75.94967
PB1100BA,40.379678,-80.046042
CC02356S,27.65806944,-97.2864
A2E0166E,28.41075,-81.454722
CH94049A,41.98048,-87.870859
A1O0880Z,46.57134722,-95.1211278
A2G0953B,28.2007,-82.35526112
DCS1184A,38.898019,-77.048779
9BH1683A,33.215464,-85.410729
A3H0117C,30.89569445,-93.63830556
A5C0394C,38.92333333,-94.4819444
7HCH190A,39.505083,-77.646583
1NC6442D,39.72888888,-75.60111111
7FBU020A,38.267007,-77.141085
UP20546A,43.1524,-77.4682
A1R0046T,47.306019,-96.520122
SF13054D,37.52300001,-122.296003
SC15348A,38.70780556,-121.476733
OR80044A,30.2682,-81.3886
CHS3269A,41.884499,-87.644061
SL01068A,40.63584,-111.80682
AT4028ZA,33.641129,-84.432659
LIS0566A,40.938741,-73.05811
ML93429A,45.93822223,-86.96902778
CT11518A,41.83108333,-72.2603889
NY6404BA,40.6668918,-73.7294084
A5C0485A,38.774997,-93.713967
DNE0109A,39.57345,-104.99773
CH76368A,42.38894444,-87.9935555
2LA4674A,40.042631,-76.387328
HNYW701A,29.7094567,-94.99458751
CT11417B,41.67694444,-73.035
9LV0148A,37.762554,-85.513157
A4J1431A,39.2765,-80.2531
DN0269BA,39.72776111,-104.81145
BX03035C,40.86620039,-73.8872955
SE01936A,47.47138753,-122.014014
CT11258B,41.574231,-72.200402
SV82095A,34.421842,-118.540529
9NV0619A,35.946921,-86.806586
SE01512A,48.03333333,-122.196389
7BAN109E,39.27531,-76.8069
SC40254B,38.5755,-121.408
DN80006F,40.00029,-105.26164
2LY4137A,41.321778,-76.940417
9SA0951D,32.01121917,-80.8419665
